AgentId,Start,Seed,Floor,Reward,Steps,Time
6,0,81,0,0.0,601,7061.959903200001
24,0,35,1,1.0,801,7041.3220828
2,0,24,0,0.0,601,7066.1709333
31,0,36,1,1.0,801,7031.2138137
28,0,13,1,1.1,801,7032.3949929
5,0,72,1,1.1,801,7053.9336057
19,0,0,0,0.0,601,7036.3537619
45,0,3,0,0.0,601,7010.1725225
11,0,38,1,1.2,801,7047.3077117
15,0,71,1,1.0,801,7039.2722101
13,0,30,0,0.0,601,7041.2103619
39,0,61,0,0.0,601,7014.0191229
10,0,4,0,0.0,601,7045.212367900001
26,0,62,1,1.0,801,7026.8565434
4,0,65,1,1.1,801,7048.6416593
32,0,89,1,1.0,801,7019.8436768
27,0,3,1,1.0,801,7024.1469054
7,0,11,1,1.0,801,7042.9381053
33,0,40,1,1.1,520,7012.6903847
16,0,34,0,0.0,601,7028.3141117000005
38,0,5,1,1.0,801,7005.0513255000005
8,0,48,1,1.0,801,7030.5069302
35,0,18,0,0.0,601,7001.4240364
18,0,15,0,0.0,601,7018.4197337000005
12,0,60,1,1.0,801,7027.8303836000005
48,0,41,0,0.0,601,6988.2231351
47,0,43,0,0.0,601,6988.983295
43,0,43,1,1.0,801,6992.6789765
34,0,22,1,1.0,801,7005.8999651
30,0,2,1,1.0,801,7005.4937468
37,0,83,0,0.0,601,6998.2997987
25,0,10,1,1.0,801,7011.0053117
29,0,38,1,1.2,801,7002.2467978
41,0,34,0,0.0,601,6986.3608693
21,0,0,0,0.0,601,6999.3205106000005
0,0,90,0,0.0,601,7021.9867013
42,0,19,1,1.0,801,6980.2593051
23,0,65,0,0.0,601,7001.2328857
20,0,70,1,1.1,801,6999.4466372
14,0,42,0,0.0,601,7005.1958247
6,0,50,1,1.0,801,7012.7758964
36,0,19,1,1.1,801,6980.9823587
44,0,79,0,0.0,601,6974.887097600001
2,0,36,1,1.0,801,7015.6745694
3,0,4,0,0.0,601,7008.1753531
22,0,91,1,1.1,801,6983.5485308
19,0,67,1,1.1,801,6985.8422533
45,0,88,1,1.2,801,6959.5533263
13,0,99,1,1.0,801,6990.4927647
49,0,20,0,0.0,601,6953.6266004
39,0,53,0,0.0,601,6962.9724118
10,0,0,1,1.1,801,6994.1395472
1,0,13,1,1.0,801,7001.3972761
33,0,87,0,0.0,601,6968.671173000001
17,0,54,0,0.0,601,6985.6968017
40,0,8,1,1.0,801,6961.2956644000005
9,0,2,0,0.0,601,6992.2510743
46,0,67,0,0.0,601,6955.019217
24,0,38,0,0.0,601,6974.2127092
31,0,80,0,0.0,601,6963.6610785
16,0,90,0,0.0,601,6977.6775293
28,0,31,1,1.2,801,6965.3985092
5,0,47,0,0.0,601,6986.9564897
11,0,47,1,1.0,801,6980.6990023
15,0,18,0,0.0,601,6972.610621100001
35,0,73,1,1.0,801,6950.7911887
18,0,65,0,0.0,601,6967.7758403
48,0,82,1,1.0,801,6937.6800897
47,0,47,0,0.0,601,6938.4147515
26,0,51,1,1.1,801,6959.4048221
4,0,2,1,1.0,801,6981.253825
37,0,28,0,0.0,601,6947.9871313
32,0,6,1,1.1,801,6952.3372024
27,0,77,0,0.0,601,6956.6422961
7,0,15,0,0.0,601,6976.2350101
41,0,55,1,1.1,801,6937.5291053
38,0,42,0,0.0,601,6938.6683451
8,0,13,0,0.0,601,6964.0469619000005
12,0,95,1,1.0,801,6961.4421599
21,0,42,0,0.0,601,6948.7023914
0,0,60,1,1.1,801,6971.3715728
43,0,10,0,0.0,601,6926.2691258
34,0,96,1,1.0,801,6939.6082482
30,0,22,0,0.0,601,6939.1080764
23,0,0,1,1.0,801,6950.652684000001
14,0,72,0,0.0,601,6954.7855635000005
44,0,54,0,0.0,601,6925.726810800001
25,0,35,1,1.1,801,6944.5933397
29,0,62,0,0.0,601,6935.2070719
3,0,88,0,0.0,601,6958.3714783000005
49,0,58,1,1.0,801,6905.1548776
39,0,28,0,0.0,601,6914.5055122
42,0,59,1,1.1,801,6913.5646056000005
33,0,52,0,0.0,601,6920.2693902
17,0,78,0,0.0,601,6937.2435599
20,0,4,0,0.0,601,6932.792437
9,0,8,1,1.0,801,6943.5888849
46,0,14,1,1.0,801,6906.1652571
6,0,38,1,1.0,801,6945.6952877
36,0,32,0,0.0,601,6914.6757368
24,0,56,0,0.0,601,6924.6943418
2,0,93,0,0.0,601,6949.4884652
31,0,81,1,1.1,801,6914.6320892
16,0,68,0,0.0,601,6928.5269242
5,0,41,1,1.0,801,6937.067914
22,0,33,1,1.0,801,6916.8061018
19,0,49,0,0.0,286,6919.0886802
45,0,47,1,1.0,801,6892.8141371
15,0,77,1,1.1,801,6921.8848185
13,0,9,1,1.2,801,6923.8779072
18,0,16,1,1.0,801,6917.69125
10,0,65,0,0.0,601,6927.6451043
1,0,8,1,1.0,801,6934.848983
47,0,49,0,0.0,601,6888.2270073
40,0,79,1,1.1,801,6894.9206703
37,0,69,0,0.0,601,6897.6639176
27,0,47,0,0.0,601,6906.5173056
7,0,85,0,0.0,601,6925.2770466
28,0,46,1,1.0,801,6898.8588006
38,0,55,1,1.2,801,6887.7448958
8,0,85,0,0.0,601,6913.3071266
11,0,69,0,0.0,601,6913.1148223
35,0,87,0,0.0,601,6884.2164972
48,0,97,0,0.0,601,6871.0948184
26,0,81,0,0.0,601,6892.8115439
21,0,18,0,0.0,601,6897.8950259
43,0,96,0,0.0,601,6875.6426832
30,0,11,1,1.1,801,6888.4876465
4,0,85,0,0.0,601,6914.6459315
14,0,66,1,1.0,801,6904.2674795
32,0,93,1,1.1,801,6885.7146833
44,0,62,1,1.1,801,6875.1339352
29,0,67,0,0.0,601,6885.5010127000005
19,0,36,0,0.0,601,6894.7062009
41,0,96,1,1.2,801,6869.9560798
3,0,23,1,1.0,801,6907.2003663000005
12,0,66,0,0.0,601,6894.7949044
39,0,98,0,0.0,601,6863.9319666
0,0,23,0,0.0,601,6904.7373822
34,0,81,1,1.0,801,6872.9619247
33,0,53,0,0.0,601,6869.627979700001
23,0,85,0,0.0,601,6883.971981000001
17,0,79,1,1.0,801,6886.6696168
20,0,94,1,1.0,801,6882.1569547
36,0,53,0,0.0,601,6864.2618695
25,0,16,1,1.0,801,6877.0899962
24,0,91,1,1.1,801,6873.937430700001
2,0,24,1,1.0,801,6898.6641841
16,0,1,1,1.0,801,6877.8740251
49,0,98,0,0.0,601,6837.7372674
10,0,58,0,0.0,601,6878.2960604
47,0,28,1,1.1,801,6838.8606341
42,0,79,1,1.1,801,6846.1428428
9,0,11,1,1.0,801,6876.4743703
46,0,86,0,0.0,601,6839.0840961
37,0,12,1,1.0,801,6848.1950165
6,0,35,1,1.0,801,6878.6794987
27,0,87,0,0.0,601,6856.5851876
7,0,19,0,0.0,601,6875.3747807
31,0,54,0,0.0,601,6846.8199362000005
5,0,20,1,1.1,801,6870.3716305
22,0,4,0,0.0,601,6850.0495847
8,0,87,1,1.2,801,6863.6368801
45,0,54,0,0.0,601,6826.0446971
11,0,77,1,1.2,801,6863.1116674
15,0,8,0,0.0,601,6854.8942208
13,0,28,0,0.0,601,6856.8663943
35,0,59,0,0.0,601,6832.9670068000005
18,0,56,1,1.1,801,6849.9310146
1,0,26,1,1.0,801,6867.20335
48,0,56,1,1.0,801,6819.6763398
26,0,27,0,0.0,601,6841.4235389
21,0,18,1,1.1,801,6846.5321013
43,0,86,0,0.0,601,6824.170812
4,0,9,1,1.2,801,6863.153511
40,0,69,1,1.0,801,6826.7885765
29,0,50,1,1.0,801,6834.2594851
19,0,2,1,1.0,801,6843.4774889
28,0,7,1,1.1,801,6831.7154459
38,0,85,0,0.0,601,6820.577509600001
12,0,47,1,1.0,801,6843.5640306000005
39,0,7,1,1.1,801,6812.7502247
0,0,98,1,1.0,801,6853.5856768
33,0,38,1,1.0,801,6818.6140426
30,0,73,0,0.0,601,6821.4913599
23,0,77,0,0.0,601,6832.948616000001
14,0,88,1,1.1,801,6837.285984300001
32,0,10,0,0.0,601,6818.7510823
36,0,54,0,0.0,585,6814.0569582
44,0,33,1,1.0,801,6808.043871700001
41,0,46,0,0.0,601,6802.5746032
3,0,89,0,0.0,601,6839.9644955
49,0,22,0,0.0,601,6786.7662382
10,0,45,1,1.0,801,6827.4001532
34,0,87,0,0.0,601,6805.3102185
17,0,55,0,0.0,601,6818.9987488
20,0,77,1,1.1,801,6814.561337
46,0,55,0,0.0,601,6788.321245900001
27,0,70,1,1.0,801,6806.2795841
25,0,10,0,0.0,601,6810.0289908
24,0,16,1,1.1,801,6806.8831185
2,0,14,1,1.0,801,6831.6206721
7,0,92,1,1.1,801,6824.9522201
31,0,57,1,1.2,801,6796.42503
16,0,55,0,0.0,601,6810.3097463
22,0,5,0,0.0,601,6798.75654
45,0,24,1,1.2,801,6775.0479934
15,0,81,0,0.0,601,6804.1723837
13,0,89,1,1.0,801,6806.1191071
35,0,11,0,0.0,601,6783.1469571
47,0,10,1,1.2,801,6770.7878012
42,0,92,0,0.0,601,6778.1269223
26,0,46,1,1.0,801,6791.7652408
43,0,59,1,1.2,801,6774.6064471
9,0,17,1,1.2,801,6808.3376479
37,0,95,1,1.0,801,6780.1235469
6,0,86,0,0.0,601,6810.7414969
38,0,1,1,1.2,801,6771.0575195
5,0,87,0,0.0,601,6803.5058861
8,0,17,1,1.2,801,6796.437036
11,0,34,0,0.0,601,6796.216013
18,0,84,0,0.0,601,6784.3167882
1,0,95,1,1.2,801,6801.5431383
48,0,59,1,1.1,801,6754.1964066
36,0,4,0,0.0,601,6765.823101
21,0,50,1,1.0,801,6780.964218900001
30,0,95,0,0.0,601,6771.3786141
23,0,14,1,1.0,801,6782.8890559
4,0,51,0,0.0,601,6797.540351600001
40,0,4,0,0.0,601,6761.2063399
32,0,42,1,1.0,801,6768.4779525
29,0,88,1,1.2,801,6768.4337218
19,0,12,0,0.0,601,6777.6656628
41,0,39,1,1.0,801,6753.6361318
28,0,33,1,1.0,801,6764.8555824000005
3,0,29,1,1.0,801,6789.8544694
49,0,80,0,0.0,601,6737.3918702
12,0,29,1,1.0,801,6777.3672549
39,0,30,1,1.0,801,6746.5629715000005
0,0,60,1,1.1,801,6787.403532400001
34,0,64,0,0.0,601,6755.749744
33,0,73,0,0.0,601,6752.4180892
17,0,11,1,1.0,801,6769.4220588
46,0,12,0,0.0,601,6739.093234200001
14,0,28,0,0.0,601,6771.0966008000005
44,0,12,1,1.0,801,6741.407193800001
25,0,11,1,1.0,801,6760.3026295
16,0,44,1,1.0,801,6761.8065847
22,0,0,1,1.2,801,6750.612265
15,0,94,0,0.0,601,6756.3754574
35,0,8,0,0.0,601,6735.3560846
10,0,20,1,1.2,801,6762.3653782
42,0,1,0,0.0,601,6730.3467086
20,0,63,0,0.0,601,6749.6620261
6,0,9,1,1.0,801,6763.3492573
27,0,35,0,0.0,601,6741.483618
24,0,50,1,1.0,801,6742.4877501
2,0,86,1,1.0,801,6767.2996492
7,0,88,0,0.0,601,6760.6673556000005
31,0,12,1,1.0,801,6731.4186728
5,0,52,1,1.0,801,6755.084239700001
45,0,5,1,1.2,801,6711.5057625
11,0,14,0,0.0,601,6748.6125448
13,0,96,1,1.0,801,6742.4546088
18,0,21,1,1.0,801,6736.4902936
47,0,11,1,1.0,801,6707.0948751000005
36,0,40,1,1.0,801,6718.0479292
26,0,87,1,1.0,801,6728.079492
43,0,80,1,1.0,801,6710.8974046
30,0,94,0,0.0,601,6723.7325471
4,0,0,1,1.0,801,6749.9044
40,0,1,0,0.0,601,6713.614851
9,0,6,0,0.0,601,6744.6265764
37,0,67,0,0.0,601,6716.4272467
19,0,67,1,1.1,801,6729.7361622
38,0,10,1,1.1,801,6707.1849953
8,0,30,0,0.0,601,6732.7156652
49,0,91,0,0.0,601,6689.9625342
1,0,99,1,1.0,801,6737.8614141
48,0,60,1,1.1,801,6690.5469955
21,0,32,0,0.0,601,6717.3497782
34,0,2,1,1.0,801,6708.400731
33,0,85,0,0.0,601,6705.0646464
23,0,56,1,1.0,801,6719.4116246
46,0,52,0,0.0,601,6691.6865115
14,0,21,1,1.1,801,6723.677183100001
32,0,1,0,0.0,601,6705.0409398
29,0,11,0,0.0,601,6704.846667700001
41,0,16,1,1.0,801,6689.6236948
28,0,26,1,1.2,801,6701.631320500001
3,0,81,0,0.0,601,6726.6603006000005
15,0,37,0,0.0,601,6707.9914774
12,0,53,1,1.1,801,6713.2673119
39,0,27,0,0.0,601,6682.2878112
35,0,66,1,1.1,801,6686.5344201
0,0,47,0,0.0,601,6723.126649700001
42,0,2,1,1.0,801,6681.4082789
17,0,69,0,0.0,601,6705.0637253
20,0,32,1,1.0,801,6700.6499905
27,0,88,1,1.2,801,6692.6151355
44,0,98,0,0.0,601,6677.5826251
25,0,68,1,1.1,801,6696.4851387
7,0,20,1,1.1,801,6712.1341219000005
16,0,54,1,1.0,801,6697.8665382
22,0,91,1,1.1,801,6686.644509
11,0,58,1,1.0,801,6700.2679101
10,0,30,0,0.0,601,6698.3865939
30,0,53,1,1.2,801,6675.9122532
40,0,1,1,1.0,801,6665.7989961
9,0,35,1,1.2,801,6696.802367
37,0,26,1,1.0,801,6668.6142885
6,0,17,1,1.0,801,6699.2187157
24,0,1,1,1.0,801,6677.670536600001
2,0,0,1,1.0,801,6702.5002791
31,0,32,0,0.0,601,6667.6342517
5,0,63,0,0.0,601,6691.327449
8,0,47,1,1.0,801,6684.9891129
45,0,33,1,1.1,801,6646.7211313
13,0,8,0,0.0,601,6677.8860022
49,0,32,1,1.0,801,6641.0428403000005
18,0,37,0,0.0,601,6671.7290918
47,0,80,0,0.0,601,6642.3664977
36,0,96,1,1.0,801,6653.3178772
26,0,11,0,0.0,601,6663.3535535
21,0,29,1,1.0,801,6668.4354944
43,0,84,1,1.0,801,6646.164297400001
33,0,71,1,1.1,801,6656.1207964000005
4,0,74,1,1.1,801,6685.1648746
46,0,66,1,1.0,801,6642.7982281
32,0,23,1,1.1,801,6656.2463339000005
29,0,42,1,1.0,801,6656.2733457
19,0,12,1,1.0,801,6665.5869781
38,0,38,0,0.0,601,6642.3364183
3,0,84,0,0.0,601,6678.3042499
15,0,19,0,0.0,601,6660.5402204
1,0,92,0,0.0,601,6673.7088316
48,0,58,1,1.1,801,6626.385039700001
39,0,6,0,0.0,601,6635.030731100001
0,0,78,1,1.2,801,6675.8659266
34,0,61,0,0.0,601,6644.2040647
23,0,1,0,0.0,601,6655.2237027
17,0,85,0,0.0,601,6657.868120300001
14,0,14,1,1.1,801,6659.567693
44,0,63,0,0.0,194,6630.6693187
41,0,98,1,1.1,801,6625.9644891
28,0,75,0,0.0,601,6638.0056062
12,0,38,1,1.0,801,6649.9524413
35,0,9,0,0.0,601,6623.2415663
10,0,14,1,1.1,801,6650.2183328
42,0,25,0,0.0,601,6618.1133582
20,0,53,1,1.1,801,6637.3903304000005
44,0,74,1,1.0,801,6614.851199600001
27,0,9,1,1.1,801,6629.0745601
25,0,18,0,0.0,601,6632.8311054000005
7,0,47,1,1.0,801,6648.4276676
31,0,51,1,1.2,801,6619.1093147
16,0,23,0,0.0,601,6633.0363252
5,0,59,0,0.0,601,6642.4640274
22,0,73,0,0.0,601,6622.297462
11,0,70,0,0.0,601,6635.944585
13,0,32,1,1.0,801,6629.7628283
18,0,69,1,1.0,801,6623.8039247
47,0,40,0,0.0,601,6594.4529146
26,0,93,0,0.0,601,6615.4334768
30,0,93,0,0.0,601,6611.1310024
40,0,97,0,0.0,601,6601.0102113
9,0,0,1,1.0,801,6632.0302284
37,0,57,0,0.0,601,6603.8402998
6,0,98,1,1.1,801,6634.4519598
24,0,30,0,0.0,601,6613.0477325
2,0,12,1,1.0,801,6637.8724003
38,0,70,1,1.0,801,6594.3608968
3,0,40,1,1.1,801,6630.3235116000005
8,0,62,0,0.0,601,6619.69374
45,0,86,0,0.0,601,6582.210446
15,0,80,0,0.0,601,6611.3508895
49,0,41,0,0.0,601,6576.5031925
1,0,2,1,1.0,801,6624.4206638
39,0,76,0,0.0,601,6585.6991647
36,0,10,1,1.0,801,6588.7737115
21,0,37,0,0.0,601,6603.840562
43,0,14,0,0.0,601,6581.5621027
34,0,3,0,0.0,601,6594.8513265
33,0,92,0,0.0,601,6591.518508300001
23,0,39,1,1.0,801,6605.8755227
17,0,57,0,0.0,601,6608.513161
4,0,50,0,0.0,601,6620.5685134000005
46,0,69,1,1.0,801,6578.1797702
32,0,9,1,1.1,801,6591.6062376
29,0,55,0,0.0,601,6591.6400163
19,0,67,0,0.0,601,6600.9925692
28,0,90,0,0.0,601,6588.5815068
48,0,44,0,0.0,601,6561.656112600001
35,0,40,1,1.0,801,6574.5014668
0,0,1,1,1.1,801,6611.1475747
42,0,73,1,1.0,801,6569.4929896
14,0,34,0,0.0,601,6594.871386100001
25,0,21,2,2.2,1001,6584.9010185
41,0,30,0,0.0,601,6562.0940454
16,0,3,0,0.0,601,6586.3013852
5,0,94,0,0.0,601,6595.7647262
22,0,12,0,0.0,601,6574.6271608
11,0,49,1,1.0,801,6588.3162132
12,0,83,1,1.1,801,6585.8191389
10,0,85,1,1.2,801,6586.203294800001
47,0,54,0,0.0,601,6546.7999808
26,0,32,0,0.0,601,6567.7581442
30,0,48,1,1.0,801,6563.3707591
20,0,87,1,1.0,801,6573.3234501
40,0,78,0,0.0,601,6553.1391968
37,0,31,1,1.2,801,6555.902880000001
44,0,90,1,1.1,801,6550.262769
27,0,66,1,1.1,801,6564.4706275
24,0,47,1,1.0,801,6565.339736100001
7,0,51,0,0.0,601,6582.9542446000005
31,0,31,0,0.0,601,6554.4312817
8,0,37,0,0.0,601,6571.7685104
45,0,17,1,1.0,801,6534.2049849
13,0,86,0,0.0,601,6564.5096296
15,0,32,0,0.0,601,6562.246867
49,0,72,1,1.2,801,6527.4346314
18,0,32,0,0.0,601,6558.1139152000005
39,0,66,1,1.0,801,6536.6812094
21,0,60,1,1.0,801,6554.8241381
43,0,30,1,1.1,801,6532.5588208
34,0,61,0,0.0,601,6545.8391729
33,0,2,1,1.2,801,6542.521752600001
17,0,65,1,1.2,801,6559.5136542
4,0,21,0,0.0,601,6571.5585982
9,0,6,1,1.2,801,6566.2774622
6,0,42,1,1.0,801,6568.8742254
2,0,20,1,1.2,801,6573.2483445
29,0,32,0,0.0,601,6542.3711996
19,0,43,1,1.0,801,6551.7045636
28,0,42,1,1.0,801,6540.0269438000005
38,0,85,0,0.0,601,6528.202686500001
3,0,30,0,0.0,601,6564.183028
1,0,68,0,0.0,601,6559.879781
48,0,92,0,0.0,601,6512.5924147000005
36,0,28,1,1.1,801,6524.2802813
23,0,22,1,1.1,801,6541.4278412
46,0,16,1,1.0,801,6513.7242864
14,0,57,1,1.1,801,6545.743743200001
32,0,62,0,0.0,601,6527.1906015
41,0,19,0,0.0,601,6512.0634699
16,0,25,0,0.0,601,6536.2692055
5,0,83,0,0.0,601,6545.7255487
22,0,55,1,1.0,801,6524.7916702
35,0,77,0,0.0,601,6509.6864655
0,0,44,1,1.0,801,6546.3716017
47,0,98,0,0.0,601,6497.3093887
42,0,16,1,1.0,801,6504.6647718
26,0,6,0,0.0,601,6518.2896292
40,0,46,1,1.0,801,6503.9978772
7,0,2,1,1.0,801,6535.7870248
31,0,84,0,0.0,601,6507.3009825
8,0,36,1,1.2,801,6524.1436570000005
11,0,77,0,0.0,601,6523.9372417
13,0,45,1,1.1,801,6517.8421285
15,0,52,1,1.2,801,6515.6627214
12,0,96,1,1.0,801,6521.1006178
18,0,98,0,0.0,601,6511.476759300001
10,0,20,0,0.0,601,6521.4991143
34,0,94,1,1.0,801,6499.3867221
30,0,74,1,1.0,801,6498.9464106000005
20,0,65,1,1.1,801,6508.9406144
4,0,16,1,1.0,801,6525.1064996000005
37,0,60,1,1.1,801,6491.7509737
44,0,81,1,1.0,801,6486.1459383
27,0,57,1,1.0,801,6500.3604699
25,0,82,0,0.0,601,6503.3303802
24,0,23,1,1.0,801,6500.166148300001
29,0,77,0,0.0,601,6494.2674985
38,0,73,0,0.0,601,6481.2740388
3,0,3,0,0.0,601,6517.1745829
45,0,51,0,0.0,601,6469.2197669
49,0,4,0,0.0,601,6463.6803417
1,0,47,0,0.0,601,6511.5152512
48,0,79,1,1.1,801,6464.1175363
39,0,34,0,0.0,601,6472.7092516
21,0,95,1,1.0,801,6490.8840953
43,0,40,1,1.2,801,6468.5047424
33,0,46,1,1.0,801,6478.4622028
17,0,86,0,0.0,601,6495.4557086
9,0,34,0,0.0,601,6502.2169363
6,0,28,1,1.0,801,6504.822004000001
32,0,6,0,0.0,601,6478.3712846
2,0,47,0,0.0,416,6509.0041888000005
19,0,98,0,0.0,601,6487.7298914
41,0,36,1,1.1,801,6462.9607084
16,0,93,0,0.0,601,6487.1476567
28,0,50,1,1.2,801,6474.929764500001
5,0,24,1,1.0,801,6496.4364682000005
36,0,0,1,1.1,801,6460.2996856
35,0,30,1,1.1,801,6461.444394300001
47,0,78,1,1.0,801,6448.3172307
26,0,62,0,0.0,601,6469.2965336
23,0,2,1,1.1,801,6476.6950564
46,0,20,0,0.0,601,6448.9835185
14,0,69,1,1.0,801,6480.9956158
31,0,15,0,0.0,601,6458.4576911
22,0,61,1,1.0,801,6461.4495183
11,0,86,0,0.0,601,6475.041529
18,0,6,1,1.0,801,6463.0948717
10,0,34,0,0.0,601,6473.0769649
0,0,94,0,0.0,601,6482.7175419000005
42,0,17,1,1.2,801,6441.0574314000005
40,0,94,0,0.0,601,6440.4395058
25,0,21,0,0.0,601,6456.3305553
29,0,55,1,1.2,801,6447.1829151
2,0,37,0,0.0,601,6475.877869800001
7,0,65,1,1.2,801,6470.1874092
38,0,90,0,0.0,601,6432.9448594000005
3,0,67,1,1.0,801,6468.8638774
8,0,20,0,0.0,601,6458.8992617
45,0,16,0,0.0,601,6421.329523
13,0,72,1,1.1,801,6451.6629422000005
15,0,53,1,1.0,801,6449.3433355
49,0,59,1,1.2,801,6414.4693452
12,0,14,0,0.0,601,6454.4802605
1,0,99,0,0.0,601,6462.044267
39,0,45,0,0.0,601,6423.3450459000005
34,0,93,0,0.0,601,6432.4095085
30,0,88,0,0.0,601,6431.9623238
20,0,9,0,0.0,601,6441.996656400001
17,0,65,1,1.1,801,6446.1274347
4,0,80,1,1.0,801,6458.1298126
9,0,1,1,1.0,801,6452.791688
37,0,16,1,1.0,801,6424.5732583
32,0,62,1,1.0,801,6428.8660066
44,0,2,1,1.1,801,6418.6522396
27,0,77,0,0.0,601,6432.8840693
24,0,11,0,0.0,601,6433.806806500001
19,0,12,1,1.0,801,6437.4723577
16,0,98,1,1.0,801,6437.7246837
48,0,73,1,1.0,801,6398.7527638
21,0,31,1,1.2,801,6425.4977428
43,0,7,1,1.0,801,6403.1112795
33,0,49,0,0.0,601,6413.028969800001
26,0,99,1,1.2,801,6420.0699594
46,0,73,1,1.0,801,6399.631869100001
6,0,21,1,1.0,801,6439.2675969
31,0,14,1,1.0,801,6408.1413207000005
41,0,44,1,1.0,801,6397.7830194
28,0,22,0,0.0,601,6409.9261329
5,0,29,1,1.0,801,6431.3976341
11,0,56,1,1.0,801,6424.2669462
36,0,25,0,0.0,601,6394.1896706
35,0,78,1,1.0,801,6395.3552151
10,0,42,1,1.0,801,6422.365833100001
0,0,76,1,1.0,801,6431.9998646
47,0,68,0,0.0,601,6382.9790935
23,0,64,1,1.1,801,6411.3745591
40,0,22,0,0.0,601,6389.7437012
14,0,46,0,0.0,601,6415.5433214
25,0,74,0,0.0,601,6405.5480838
2,0,13,1,1.0,801,6426.6173695
38,0,5,1,1.2,801,6383.2050777
22,0,56,0,0.0,601,6395.6379454
8,0,32,0,0.0,601,6409.2647642
45,0,97,0,0.0,601,6371.5989804
12,0,44,0,0.0,601,6405.8871185
18,0,11,0,0.0,601,6396.197253400001
1,0,58,1,1.0,801,6413.3946609
42,0,63,0,0.0,601,6374.1067799
39,0,15,0,0.0,601,6374.6433414
34,0,92,0,0.0,601,6383.727303000001
30,0,17,0,0.0,601,6383.3042943
20,0,87,0,0.0,601,6393.2819941
27,0,61,1,1.1,801,6385.2195362
24,0,80,0,0.0,601,6385.3611925000005
29,0,27,0,0.0,601,6379.5478038
7,0,0,1,1.2,801,6403.5279120000005
3,0,51,0,0.0,601,6402.3560119
13,0,89,1,1.1,801,6385.8230075
15,0,20,0,0.0,601,6383.6378734
49,0,91,1,1.2,801,6348.7781145
33,0,12,0,0.0,601,6364.2355569
17,0,10,1,1.1,801,6381.2652021
4,0,76,1,1.0,801,6393.2778647000005
9,0,76,1,1.0,801,6388.0175818
37,0,91,1,1.1,801,6359.8371472
32,0,49,1,1.0,801,6364.2173313
44,0,29,0,0.0,601,6354.1362092
19,0,65,0,0.0,601,6373.5580932
16,0,74,1,1.0,801,6373.1717997000005
28,0,66,0,0.0,601,6360.9320405
48,0,94,0,0.0,601,6334.8190461
36,0,41,0,0.0,601,6346.4768611
21,0,39,1,1.1,801,6361.649232
47,0,77,0,0.0,601,6335.1262388000005
43,0,15,1,1.0,801,6339.2694417
26,0,46,0,0.0,601,6356.1458838
40,0,6,0,0.0,601,6341.8055965
46,0,79,1,1.1,801,6335.512511
14,0,56,0,0.0,601,6367.4699855
6,0,50,1,1.1,801,6375.1225777
25,0,64,0,0.0,601,6356.3817045000005
31,0,96,1,1.2,801,6343.6995817
41,0,71,1,1.0,801,6333.2196387
5,0,14,0,0.0,601,6366.9619761
22,0,33,1,1.2,801,6346.0051839
8,0,5,1,1.2,801,6359.5888034
45,0,70,1,1.0,801,6322.1058132
11,0,18,0,0.0,601,6359.2273864
12,0,33,0,0.0,601,6356.7404937
35,0,34,0,0.0,601,6330.1136267
18,0,57,0,0.0,601,6347.1129972
10,0,10,0,0.0,601,6357.1225152
0,0,69,1,1.0,801,6366.7810353
42,0,19,0,0.0,601,6325.0930789
39,0,48,1,1.2,801,6325.6600486
23,0,14,0,0.0,601,6346.1293578
34,0,18,0,0.0,601,6334.8577086000005
30,0,77,0,0.0,601,6334.4135753
20,0,86,1,1.0,801,6344.4095564
24,0,20,1,1.1,801,6337.600432900001
29,0,51,1,1.2,801,6331.8716084
2,0,29,1,1.0,801,6360.6136729
38,0,41,0,0.0,601,6317.9780968000005
3,0,94,0,0.0,601,6353.9003482
15,0,92,0,0.0,601,6335.7791362
1,0,71,1,1.0,801,6348.2778755
33,0,83,0,0.0,601,6315.668464400001
44,0,56,1,1.0,801,6306.0887137
27,0,98,0,0.0,601,6320.412108
19,0,21,0,0.0,601,6325.333951600001
7,0,38,0,0.0,601,6339.8269369
28,0,19,1,1.0,801,6313.4742498000005
13,0,28,0,0.0,601,6322.2917859
49,0,71,0,0.0,601,6285.481146
48,0,48,0,0.0,601,6286.259805000001
36,0,62,0,0.0,601,6297.9532972
47,0,4,1,1.1,801,6286.7072964
26,0,77,0,0.0,601,6307.6876711
17,0,69,0,0.0,601,6317.7310852
4,0,98,1,1.1,801,6329.7889568
9,0,34,0,0.0,601,6324.4273114
40,0,37,0,0.0,601,6293.0494583
37,0,68,1,1.2,801,6296.1765302
14,0,47,0,0.0,601,6318.768502
32,0,19,1,1.0,801,6300.1983293
25,0,87,0,0.0,601,6308.4728858
16,0,67,0,0.0,601,6309.2899811
5,0,89,0,0.0,601,6318.6809148
11,0,2,1,1.0,801,6311.567932
12,0,6,0,0.0,601,6308.9891377
35,0,88,0,0.0,601,6282.2724018
21,0,44,0,0.0,601,6296.2338195
18,0,39,1,1.0,801,6299.2975009
10,0,66,0,0.0,601,6309.2796571
43,0,44,0,0.0,601,6273.894026800001
42,0,9,1,1.0,801,6277.189105
23,0,64,1,1.1,801,6298.1665549
34,0,58,1,1.0,801,6286.7952173
30,0,40,0,0.0,601,6286.3842794
46,0,93,0,0.0,601,6270.1341816
6,0,24,1,1.2,801,6309.786370100001
31,0,34,0,0.0,601,6279.333734100001
